lga_code,lga_name,state_abbrev,vulnerable_pct_dv1,vulnerable_pct_dv2,vulnerable_pct_language,vulnerable_pct_communication,dv1_vulnerability_quartile,dv2_vulnerability_quartile,usual_resident_population,irsd_australia_decile,irsd_disadvantage_group,n_services,services_per_10000_population,total_approved_places,approved_places_per_10000_population,services_per_1000_valid_aedc_dv2_scores,approved_places_per_1000_valid_aedc_dv2_scores,n_high_quality_services,pct_high_quality_services,high_quality_services_per_10000_population,n_below_meeting_nqs_services,pct_below_meeting_nqs_services,below_meeting_nqs_services_per_10000_population,mean_nearest_transport_distance_km,median_nearest_transport_distance_km,transport_distance_quartile,pct_within_1km_any_transport,pct_farther_than_5km_any_transport
89399,Unincorporated ACT,ACT,26.6980619452998,13.2863340563991,6.45686380900705,9.16320260256642,Q3 upper-middle DV1,Q3 upper-middle DV2,453890.0,10.0,Most advantaged: IRSD deciles 9-10,376.0,8.283945449337946,31127.0,685.7828989402718,67.96818510484454,5626.717281272596,156.0,44.06779661016949,3.4369560906827648,51.0,14.40677966101695,1.1236202604155192,6.146745559995726,5.629401294549205,Q3 relatively far from transport,11.702127659574469,53.98936170212766
10050,Albury,NSW,24.3451463790447,13.7345679012346,6.31741140215717,9.70724191063174,Q3 upper-middle DV1,Q3 upper-middle DV2,56093.0,5.0,Middle: IRSD deciles 5-6,45.0,8.022391385734405,2583.0,460.4852655411549,69.44444444444444,3986.1111111111113,7.0,16.27906976744186,1.2479275488920185,5.0,11.627906976744184,0.8913768206371562,3.6587937960503383,3.14571732251407,Q2 relatively close to transport,15.555555555555555,31.11111111111111
10180,Armidale Regional,NSW,27.6872964169381,13.6807817589577,10.0977198697068,10.4234527687296,Q3 upper-middle DV1,Q3 upper-middle DV2,29124.0,6.0,Middle: IRSD deciles 5-6,23.0,7.897266858947947,1059.0,363.61763494025547,74.9185667752443,3449.511400651466,4.0,19.047619047619047,1.373437714599643,5.0,23.809523809523807,1.7167971432495535,22.522246462563352,20.9844600716972,Q3 relatively far from transport,0.0,100.0
10250,Ballina,NSW,16.9154228855721,8.95522388059701,6.71641791044776,6.21890547263682,Q1 lowest DV1,Q2 lower-middle DV2,46296.0,8.0,Advantaged: IRSD deciles 7-8,27.0,5.832037325038881,1592.0,343.8742007948851,67.16417910447761,3960.1990049751244,9.0,33.33333333333333,1.9440124416796267,0.0,0.0,0.0,6.283334680591189,4.19641372606998,Q2 relatively close to transport,0.0,44.44444444444444
10300,Balranald,NSW,47.0588235294118,29.4117647058824,11.7647058823529,16.6666666666667,Q4 highest DV1,Q4 highest DV2,2208.0,4.0,Disadvantaged: IRSD deciles 3-4,2.0,9.057971014492754,89.0,403.0797101449275,117.6470588235294,5235.294117647059,0.0,0.0,0.0,1.0,50.0,4.528985507246377,70.07395593732525,70.07395593732525,Q4 farthest from transport,0.0,100.0
10470,Bathurst Regional,NSW,31.6831683168317,15.9844054580897,6.42023346303502,12.2568093385214,Q4 highest DV1,Q4 highest DV2,43567.0,7.0,Advantaged: IRSD deciles 7-8,29.0,6.656414258498405,1889.0,433.58505290701675,56.53021442495126,3682.261208576998,3.0,11.11111111111111,0.6885945784653522,2.0,7.4074074074074066,0.45906305231023486,5.356345560472338,5.02849575936545,Q3 relatively far from transport,0.0,55.172413793103445
10500,Bayside (NSW),NSW,18.1290322580645,8.38168923275306,3.79909851899549,7.4002574002574,Q2 lower-middle DV1,Q2 lower-middle DV2,175184.0,7.0,Advantaged: IRSD deciles 7-8,112.0,6.393277924924651,6373.0,363.7889304959357,72.21147646679562,4108.961960025789,27.0,25.0,1.541236642615764,5.0,4.62962962962963,0.28541419307699334,1.1940408479637052,0.8765575908413386,Q1 closest to transport,52.67857142857143,0.0
10550,Bega Valley,NSW,19.620253164557,9.87654320987654,8.25396825396825,7.03363914373089,Q2 lower-middle DV1,Q2 lower-middle DV2,35942.0,6.0,Middle: IRSD deciles 5-6,17.0,4.729842524066552,695.0,193.36709142507374,52.46913580246913,2145.061728395062,8.0,47.05882352941176,2.225808246619554,0.0,0.0,0.0,90.69652539730404,86.7767774984558,Q4 farthest from transport,0.0,100.0
10600,Bellingen,NSW,22.5225225225225,10.8108108108108,7.20720720720721,3.6036036036036,Q3 upper-middle DV1,Q2 lower-middle DV2,13253.0,6.0,Middle: IRSD deciles 5-6,10.0,7.545461404964914,297.0,224.1002037274579,90.09009009009009,2675.675675675676,1.0,10.0,0.7545461404964914,0.0,0.0,0.0,22.24165793514648,21.1266287413429,Q3 relatively far from transport,0.0,100.0
10650,Berrigan,NSW,36.6666666666667,14.4444444444444,10.0,6.66666666666667,Q4 highest DV1,Q3 upper-middle DV2,8665.0,5.0,Middle: IRSD deciles 5-6,7.0,8.078476630121177,306.0,353.14483554529716,77.77777777777779,3400.0,0.0,0.0,0.0,3.0,42.85714285714285,3.462204270051933,14.405162361882804,17.0868893590784,Q3 relatively far from transport,0.0,71.42857142857143
10750,Blacktown,NSW,23.2806052269601,12.0843332190607,7.66991953432631,10.5497516698065,Q3 upper-middle DV1,Q3 upper-middle DV2,396776.0,6.0,Middle: IRSD deciles 5-6,287.0,7.2333004012339455,20471.0,515.9334233925439,49.19437778539596,3508.9132670551935,50.0,18.939393939393938,1.2601568643264713,23.0,8.712121212121213,0.5796721575901769,1.868964956184768,1.59713011361677,Q1 closest to transport,24.390243902439025,0.3484320557491289
10800,Bland,NSW,23.5294117647059,9.80392156862745,15.6862745098039,5.88235294117647,Q3 upper-middle DV1,Q2 lower-middle DV2,5547.0,7.0,Advantaged: IRSD deciles 7-8,5.0,9.013881377321074,260.0,468.72183162069587,98.0392156862745,5098.0392156862745,0.0,0.0,0.0,0.0,0.0,0.0,69.02416318261172,71.5453213485177,Q4 farthest from transport,0.0,100.0
10850,Blayney,NSW,21.7948717948718,14.1025641025641,7.69230769230769,5.12820512820513,Q2 lower-middle DV1,Q3 upper-middle DV2,7497.0,6.0,Middle: IRSD deciles 5-6,7.0,9.337068160597573,236.0,314.79258370014674,89.74358974358974,3025.6410256410254,0.0,0.0,0.0,0.0,0.0,0.0,0.4674235821586266,0.506865753400057,Q1 closest to transport,100.0,0.0
10900,Blue Mountains,NSW,15.4963680387409,6.28019323671498,3.25301204819277,3.6144578313253,Q1 lowest DV1,Q1 lowest DV2,78121.0,9.0,Most advantaged: IRSD deciles 9-10,57.0,7.2963735743270055,2826.0,361.7465214218968,68.84057971014492,3413.0434782608695,12.0,21.428571428571427,1.536078647226738,6.0,10.714285714285714,0.768039323613369,1.1834374172220254,0.786791411975584,Q1 closest to transport,68.42105263157895,1.7543859649122806
