dv2_rank_high_to_low,lga_code,lga_name,state_abbrev,vulnerable_pct_dv2,vulnerable_n_dv2,valid_scores_n_dv2,dv2_vulnerability_quartile,is_high_dv2_lga,usual_resident_population,irsd_score,irsd_australia_decile,irsd_australia_percentile,irsd_disadvantage_group,irsad_score,irsad_australia_decile,ier_score,ier_australia_decile,ieo_score,ieo_australia_decile,n_services,services_per_10000_population,total_approved_places,approved_places_per_10000_population,mean_train_distance_km,median_train_distance_km,mean_bus_distance_km,median_bus_distance_km,mean_nearest_transport_distance_km,median_nearest_transport_distance_km,transport_distance_quartile,pct_within_1km_any_transport,pct_farther_than_5km_any_transport
420,25710,Nillumbik,VIC,5.05226480836237,29.0,574.0,Q1 lowest DV2,False,62895.0,1092.873619,10.0,98.0,Most advantaged: IRSD deciles 9-10,1088.097268,10.0,1110.831865,10.0,1073.810504,9.0,57.0,9.062723586930598,3548.0,564.1147944987678,2.6443510238090893,3.03428930977057,16.394550077732482,16.7085002808016,2.6443510238090893,3.03428930977057,Q2 relatively close to transport,26.31578947368421,3.508771929824561
421,25620,Murrindindi,VIC,5.0,6.0,120.0,Q1 lowest DV2,False,15197.0,1004.689869,7.0,70.0,Advantaged: IRSD deciles 7-8,970.812613,7.0,1012.140524,8.0,969.5249742,7.0,15.0,9.870369151806278,634.0,417.18760281634536,36.31317775466184,31.3887792334999,40.42542316164048,33.2091476264561,34.64235069642884,31.3887792334999,Q3 relatively far from transport,0.0,100.0
422,56580,Nedlands,WA,4.9792531120332,12.0,241.0,Q1 lowest DV2,False,22132.0,1114.888413,10.0,100.0,Most advantaged: IRSD deciles 9-10,1159.209437,10.0,1108.037772,10.0,1176.281062,10.0,17.0,7.68118561359118,883.0,398.9698174588831,1.3374970523360057,1.3360916153797,6.590734709959737,6.43546830423839,1.3374970523360057,1.3360916153797,Q1 closest to transport,23.52941176470588,0.0
423,18400,Wollondilly,NSW,4.94752623688156,33.0,667.0,Q1 lowest DV2,False,53961.0,1041.009389,9.0,87.0,Most advantaged: IRSD deciles 9-10,1019.879791,9.0,1093.097388,10.0,960.0068337,7.0,50.0,9.265951335223587,2936.0,544.0966624043291,4.822703376727671,2.66691979598438,37.227669709565845,37.7375926610986,4.822703376727671,2.66691979598438,Q2 relatively close to transport,28.000000000000004,40.0
424,57980,Subiaco,WA,4.94505494505495,9.0,182.0,Q1 lowest DV2,False,17267.0,1078.842178,10.0,96.0,Most advantaged: IRSD deciles 9-10,1118.851998,10.0,1009.03269,8.0,1166.796943,10.0,6.0,3.474836393119824,301.0,174.3209590548445,0.5760561271705855,0.5809220696164175,3.897503438728075,3.73075655480433,0.5760561271705855,0.5809220696164175,Q1 closest to transport,100.0,0.0
425,13850,Hay,NSW,4.8780487804878,2.0,41.0,Q1 lowest DV2,False,2882.0,955.8912217,4.0,34.0,Disadvantaged: IRSD deciles 3-4,926.4152042,3.0,950.2238659,3.0,903.289852,3.0,3.0,10.40943789035392,73.0,253.2963219986121,112.89283700910534,112.548357411432,180.57292266105836,180.769656726529,112.89283700910534,112.548357411432,Q4 farthest from transport,0.0,100.0
426,51310,Cambridge,WA,4.80225988700565,17.0,354.0,Q1 lowest DV2,False,28876.0,1112.55924,10.0,100.0,Most advantaged: IRSD deciles 9-10,1152.745095,10.0,1107.037182,10.0,1159.539949,10.0,17.0,5.8872420002770465,1140.0,394.7915223715196,2.0332134733728715,1.74310680963709,5.242049717533747,4.93435472095735,2.0332134733728715,1.74310680963709,Q2 relatively close to transport,29.411764705882355,5.88235294117647
427,21110,Boroondara,VIC,4.79134466769706,62.0,1294.0,Q1 lowest DV2,False,167900.0,1089.616442,10.0,98.0,Most advantaged: IRSD deciles 9-10,1130.726944,10.0,1054.306161,10.0,1153.295815,10.0,123.0,7.325789160214414,7900.0,470.5181655747469,1.273350752237351,0.993311244736885,10.733014650592516,11.0954839864168,1.273350752237351,0.993311244736885,Q1 closest to transport,50.40650406504065,0.0
428,14700,Lane Cove,NSW,4.66101694915254,22.0,472.0,Q1 lowest DV2,False,39438.0,1104.911659,10.0,99.0,Most advantaged: IRSD deciles 9-10,1161.87806,10.0,1057.571372,10.0,1179.76061,10.0,29.0,7.353314062579239,2357.0,597.6469394999747,1.682846437259023,1.70570282946792,2.627870265734103,2.94745152112226,1.5918826978463143,1.70570282946792,Q2 relatively close to transport,24.13793103448276,0.0
429,11350,Byron,NSW,4.58715596330275,15.0,327.0,Q1 lowest DV2,False,36116.0,1020.730647,8.0,78.0,Advantaged: IRSD deciles 7-8,1027.487479,9.0,1009.105067,8.0,1051.531812,9.0,28.0,7.752796544467826,1300.0,359.9512681360062,8.751481703088222,9.270928830260754,10.636202998250608,11.88804344347435,8.690885470601112,9.270928830260754,Q3 relatively far from transport,21.428571428571427,67.85714285714286
430,18500,Woollahra,NSW,4.55486542443064,22.0,483.0,Q1 lowest DV2,False,53496.0,1109.709491,10.0,99.0,Most advantaged: IRSD deciles 9-10,1175.850607,10.0,1043.175955,10.0,1193.414939,10.0,36.0,6.7294751009421265,2391.0,446.9493046209062,2.00924084039449,1.18763940624926,2.107479631914684,2.03876433169229,1.70534172930692,1.18004455519082,Q1 closest to transport,47.22222222222222,0.0
431,57840,South Perth,WA,4.54545454545455,18.0,396.0,Q1 lowest DV2,False,43405.0,1065.615581,10.0,93.0,Most advantaged: IRSD deciles 9-10,1086.105931,10.0,1014.995979,8.0,1113.672664,10.0,25.0,5.759705103098721,1562.0,359.8663748416081,2.014768214323168,2.04954438013986,2.5356307781292142,2.53558137311084,1.789543475141712,1.7277892132766,Q2 relatively close to transport,8.0,0.0
432,17650,Uralla,NSW,4.44444444444444,2.0,45.0,Q1 lowest DV2,False,5971.0,989.9374176,6.0,59.0,Middle: IRSD deciles 5-6,962.6834103,6.0,1001.828434,7.0,977.3005725,8.0,4.0,6.69904538603249,112.0,187.5732708089097,27.91111660245934,22.255409679027057,162.83110180345574,158.7914420273385,27.91111660245934,22.255409679027057,Q3 relatively far from transport,25.0,50.0
433,23350,Indigo,VIC,4.3956043956044,8.0,182.0,Q1 lowest DV2,False,17368.0,1029.417236,9.0,83.0,Most advantaged: IRSD deciles 9-10,996.2871485,8.0,1031.296972,9.0,993.2399861,8.0,17.0,9.788116075541225,757.0,435.85905112851225,28.476839552808052,28.0573880375154,31.37330617637872,29.2426703402597,21.367866331684017,21.1657935601601,Q3 relatively far from transport,0.0,100.0
434,20110,Alpine,VIC,4.3859649122807,5.0,114.0,Q1 lowest DV2,False,13235.0,1027.612702,9.0,81.0,Most advantaged: IRSD deciles 9-10,988.9270847,8.0,1006.215731,8.0,992.7232893,8.0,12.0,9.066868152625615,846.0,639.2142047601059,71.48325002889341,75.36660982395175,61.31483894692227,63.161490806073,59.22534728336675,63.161490806073,Q4 farthest from transport,0.0,100.0
435,43360,Kingston (SA),SA,4.34782608695652,1.0,23.0,Q1 lowest DV2,False,2326.0,976.8964472,5.0,49.0,Middle: IRSD deciles 5-6,942.1863262,5.0,986.730114,6.0,909.6213876,3.0,1.0,4.299226139294927,45.0,193.4651762682717,100.760891808834,100.760891808834,220.211968571474,220.211968571474,100.760891808834,100.760891808834,Q4 farthest from transport,0.0,100.0
436,17640,Upper Lachlan Shire,NSW,4.34782608695652,4.0,92.0,Q1 lowest DV2,False,8514.0,1021.898895,8.0,78.0,Advantaged: IRSD deciles 7-8,994.8544064,8.0,1037.857242,9.0,987.7496405,8.0,6.0,7.047216349541931,163.0,191.44937749588914,24.049632119170077,30.9729539247413,75.2849343578007,76.40755836994501,24.049632119170077,30.9729539247413,Q3 relatively far from transport,33.33333333333333,66.66666666666666
437,53150,East Fremantle,WA,4.3010752688172,4.0,93.0,Q1 lowest DV2,False,7819.0,1082.151464,10.0,96.0,Most advantaged: IRSD deciles 9-10,1108.982785,10.0,1066.185711,10.0,1123.17368,10.0,3.0,3.836807775930426,133.0,170.09847806624887,2.07253238876701,2.01761822491859,12.123341814350368,12.0265540392003,2.07253238876701,2.01761822491859,Q2 relatively close to transport,0.0,0.0
438,53290,Esperance,WA,4.24242424242424,7.0,165.0,Q1 lowest DV2,False,13883.0,994.7713425,7.0,63.0,Advantaged: IRSD deciles 7-8,959.5026648,6.0,1002.027889,7.0,926.2797426,4.0,3.0,2.160916228480876,169.0,121.73161420442268,144.549325984972,144.962512281162,591.0974307726727,591.240159470886,144.549325984972,144.962512281162,Q4 farthest from transport,0.0,100.0
439,65410,Waratah-Wynyard,TAS,4.16666666666667,6.0,144.0,Q1 lowest DV2,False,14300.0,929.1063019,2.0,20.0,Most disadvantaged: IRSD deciles 1-2,899.8653113,2.0,946.7953637,3.0,896.0301412,2.0,6.0,4.195804195804196,245.0,171.32867132867133,13.158981138322456,11.67088393638872,12.900184276709064,11.410299687829704,12.900184276709064,11.410299687829704,Q3 relatively far from transport,0.0,100.0
440,18250,Willoughby,NSW,4.0133779264214,36.0,897.0,Q1 lowest DV2,False,75613.0,1074.650251,10.0,95.0,Most advantaged: IRSD deciles 9-10,1142.353395,10.0,1034.147866,9.0,1162.057113,10.0,67.0,8.860910160951159,4549.0,601.6161242114451,1.1508150877886112,0.9599893233882,2.871939444143184,2.74892888098388,1.1398795998835638,0.9599893233882,Q1 closest to transport,50.74626865671642,0.0
441,17950,Warren,NSW,4.0,2.0,50.0,Q1 lowest DV2,False,2550.0,961.5823255,4.0,38.0,Disadvantaged: IRSD deciles 3-4,952.0799668,5.0,973.295735,5.0,954.7925239,6.0,2.0,7.8431372549019605,106.0,415.68627450980387,121.7321516149955,121.7321516149955,252.39994753879895,252.39994753879895,121.7321516149955,121.7321516149955,Q4 farthest from transport,0.0,100.0
442,26490,Surf Coast,VIC,3.85487528344671,17.0,441.0,Q1 lowest DV2,False,37694.0,1086.196967,10.0,97.0,Most advantaged: IRSD deciles 9-10,1075.791801,10.0,1076.439881,10.0,1073.670383,9.0,30.0,7.958826338409295,2182.0,578.8719690136361,11.8843888500054,11.8328720266315,15.252408652939492,14.3436799983643,9.836776125312754,11.4850155048875,Q3 relatively far from transport,13.333333333333334,83.33333333333334
443,54060,Irwin,WA,3.33333333333333,1.0,30.0,Q1 lowest DV2,False,3680.0,966.2242461,5.0,42.0,Middle: IRSD deciles 5-6,930.8482927,4.0,984.3356827,6.0,897.6770733,2.0,1.0,2.717391304347826,43.0,116.84782608695653,37.226256253219,37.226256253219,62.8069428647939,62.8069428647939,37.226256253219,37.226256253219,Q3 relatively far from transport,0.0,100.0
444,20910,Bayside (Vic.),VIC,3.21199143468951,30.0,934.0,Q1 lowest DV2,False,101306.0,1090.406575,10.0,98.0,Most advantaged: IRSD deciles 9-10,1127.126354,10.0,1075.384249,10.0,1136.637912,10.0,76.0,7.502023572147751,5470.0,539.9482755216867,1.1318964743057802,1.066660195777175,14.159291968832443,14.34615065007355,1.1318964743057802,1.066660195777175,Q1 closest to transport,47.368421052631575,0.0
445,10950,Bogan,NSW,3.125,1.0,32.0,Q1 lowest DV2,False,2467.0,965.8921579,5.0,42.0,Middle: IRSD deciles 5-6,948.4475857,5.0,989.3714654,6.0,936.0077339,5.0,2.0,8.107012565869477,114.0,462.09971625456024,169.1642822087495,169.1642822087495,304.984341868528,304.984341868528,169.1642822087495,169.1642822087495,Q4 farthest from transport,0.0,100.0
446,48260,Walkerville,SA,2.77777777777778,2.0,72.0,Q1 lowest DV2,False,8023.0,1075.496226,10.0,95.0,Most advantaged: IRSD deciles 9-10,1096.769042,10.0,1035.053102,9.0,1122.750012,10.0,10.0,12.464165524118162,805.0,1003.365324691512,2.882951059029251,2.71858498552839,9.864838575510984,9.86632626080574,2.882951059029251,2.71858498552839,Q2 relatively close to transport,0.0,0.0
447,14100,Hunters Hill,NSW,2.75862068965517,4.0,145.0,Q1 lowest DV2,False,13559.0,1100.554333,10.0,99.0,Most advantaged: IRSD deciles 9-10,1155.635372,10.0,1087.939258,10.0,1163.161597,10.0,12.0,8.850210192492073,838.0,618.039678442363,4.1757632587767946,4.15437776013684,2.15236666218691,2.05691288900491,2.15236666218691,2.05691288900491,Q2 relatively close to transport,0.0,0.0
448,53570,Gingin,WA,2.04081632653061,1.0,49.0,Q1 lowest DV2,False,5576.0,975.1231886,5.0,48.0,Middle: IRSD deciles 5-6,946.7760782,5.0,1018.218463,8.0,909.56058,3.0,1.0,1.793400286944046,47.0,84.28981348637015,0.914934069770467,0.914934069770467,52.0299766894862,52.0299766894862,0.914934069770467,0.914934069770467,Q1 closest to transport,100.0,0.0
449,12000,Coolamon,NSW,1.78571428571429,1.0,56.0,Q1 lowest DV2,False,4385.0,983.2960192,6.0,54.0,Middle: IRSD deciles 5-6,951.4682473,5.0,1006.3879,8.0,941.0169476,5.0,6.0,13.683010262257698,216.0,492.58836944127705,7.95157600427964,0.5395983407686605,85.56757704552342,78.3206486510953,7.95157600427964,0.5395983407686605,Q1 closest to transport,66.66666666666666,33.33333333333333
450,52170,Cottesloe,WA,1.58730158730159,1.0,63.0,Q1 lowest DV2,False,7970.0,1111.986004,10.0,100.0,Most advantaged: IRSD deciles 9-10,1157.198729,10.0,1085.541099,10.0,1174.967194,10.0,1.0,1.2547051442910915,34.0,42.659974905897116,0.507933332069916,0.507933332069916,9.91235598036245,9.91235598036245,0.507933332069916,0.507933332069916,Q1 closest to transport,100.0,0.0
451,14400,Kiama,NSW,1.44404332129964,4.0,277.0,Q1 lowest DV2,False,23074.0,1070.012395,10.0,94.0,Most advantaged: IRSD deciles 9-10,1061.303817,9.0,1062.207689,10.0,1058.157855,9.0,16.0,6.93421166681113,739.0,320.27390136083903,1.826846618972353,1.06963106801981,13.880074223618916,13.15776275625155,1.826846618972353,1.06963106801981,Q1 closest to transport,43.75,12.5
452,24250,Mansfield,VIC,1.33333333333333,1.0,75.0,Q1 lowest DV2,False,10178.0,1027.619655,9.0,82.0,Most advantaged: IRSD deciles 9-10,988.5583631,8.0,1022.912748,9.0,982.2655851,8.0,5.0,4.912556494399686,316.0,310.47357044606014,56.75848942483136,57.004271382314,34.09100124553908,33.6957955114049,34.09100124553908,33.6957955114049,Q3 relatively far from transport,0.0,100.0
453,47910,Tumby Bay,SA,0.0,0.0,28.0,Q1 lowest DV2,False,2817.0,993.451533,7.0,62.0,Advantaged: IRSD deciles 7-8,953.6618917,6.0,978.686856,5.0,954.9471551,6.0,2.0,7.099751508697196,75.0,266.2406815761448,101.24017247061452,101.24017247061452,190.17984720966,190.17984720966,101.24017247061452,101.24017247061452,Q4 farthest from transport,0.0,100.0
454,59170,Williams,WA,0.0,0.0,15.0,Q1 lowest DV2,False,1021.0,1029.687826,9.0,83.0,Most advantaged: IRSD deciles 9-10,1007.927473,9.0,1038.773614,9.0,1006.070054,9.0,2.0,19.58863858961802,20.0,195.88638589618023,36.1643461993613,36.1643461993613,141.708404119379,141.708404119379,36.1643461993613,36.1643461993613,Q3 relatively far from transport,0.0,100.0
455,52520,Dalwallinu,WA,0.0,0.0,20.0,Q1 lowest DV2,False,1379.0,1056.470544,10.0,91.0,Most advantaged: IRSD deciles 9-10,1024.363189,9.0,1039.468371,9.0,1010.920607,9.0,1.0,7.25163161711385,24.0,174.0391588107324,2.49002609878416,2.49002609878416,189.442054760006,189.442054760006,2.49002609878416,2.49002609878416,Q2 relatively close to transport,0.0,0.0
456,54900,Lake Grace,WA,0.0,0.0,19.0,Q1 lowest DV2,False,1265.0,1050.557653,9.0,90.0,Most advantaged: IRSD deciles 9-10,1022.152865,9.0,1039.619099,9.0,1012.607816,9.0,1.0,7.905138339920948,19.0,150.19762845849803,18.275947741424,18.275947741424,264.404649795885,264.404649795885,18.275947741424,18.275947741424,Q3 relatively far from transport,0.0,100.0
