dv2_rank_high_to_low,lga_code,lga_name,state_abbrev,vulnerable_pct_dv2,vulnerable_n_dv2,valid_scores_n_dv2,dv2_vulnerability_quartile,is_high_dv2_lga,usual_resident_population,irsd_score,irsd_australia_decile,irsd_australia_percentile,irsd_disadvantage_group,irsad_score,irsad_australia_decile,ier_score,ier_australia_decile,ieo_score,ieo_australia_decile,n_services,services_per_10000_population,total_approved_places,approved_places_per_10000_population,mean_train_distance_km,median_train_distance_km,mean_bus_distance_km,median_bus_distance_km,mean_nearest_transport_distance_km,median_nearest_transport_distance_km,transport_distance_quartile,pct_within_1km_any_transport,pct_farther_than_5km_any_transport
354,33800,Hinchinbrook,QLD,7.84313725490196,8.0,102.0,Q1 lowest DV2,False,10920.0,953.7353858,4.0,33.0,Disadvantaged: IRSD deciles 3-4,911.1590536,3.0,953.4436414,3.0,884.3133083,2.0,4.0,3.663003663003663,248.0,227.1062271062271,0.9270796757275376,1.07421655934531,83.58678449681175,83.68537012857345,0.9270796757275376,1.07421655934531,Q1 closest to transport,25.0,0.0
355,51820,Cockburn,WA,7.8167115902965,116.0,1484.0,Q1 lowest DV2,False,118091.0,1033.252361,9.0,85.0,Most advantaged: IRSD deciles 9-10,1020.304553,9.0,1042.111016,10.0,1002.497948,8.0,70.0,5.927632080344819,4820.0,408.1598089608861,3.49054999734323,3.046634993524055,15.227420503478015,15.3338587852232,3.49054999734323,3.046634993524055,Q2 relatively close to transport,8.571428571428571,27.142857142857142
356,21890,Darebin,VIC,7.79436152570481,94.0,1206.0,Q1 lowest DV2,False,148570.0,1018.342368,8.0,77.0,Advantaged: IRSD deciles 7-8,1044.196002,9.0,968.556193,4.0,1075.155787,9.0,99.0,6.663525610823181,7621.0,512.9568553543784,1.084497915951445,0.952653138380469,11.576528014232006,11.1932631330174,1.084497915951445,0.952653138380469,Q1 closest to transport,50.505050505050505,0.0
357,17420,The Hills Shire,NSW,7.77912132204756,193.0,2481.0,Q1 lowest DV2,False,191876.0,1098.085575,10.0,98.0,Most advantaged: IRSD deciles 9-10,1136.200966,10.0,1131.959547,10.0,1111.614236,10.0,148.0,7.713314849173425,12621.0,657.768558860931,6.066623753125751,5.898869345555385,6.387248708699698,5.86259789765343,4.859657067605736,4.8332355469382655,Q3 relatively far from transport,1.351351351351351,47.2972972972973
358,16550,Randwick,NSW,7.74703557312253,98.0,1265.0,Q1 lowest DV2,False,134252.0,1059.059144,10.0,92.0,Most advantaged: IRSD deciles 9-10,1112.519279,10.0,994.9399915,7.0,1121.876897,10.0,98.0,7.299705032327265,6930.0,516.1934272859995,4.279159723968491,4.536955335125436,3.4564231085529413,3.52693294702601,3.292138071832908,3.42465079239022,Q2 relatively close to transport,1.020408163265306,9.183673469387756
359,17150,Sutherland Shire,NSW,7.698199923401,201.0,2611.0,Q1 lowest DV2,False,230211.0,1078.847046,10.0,96.0,Most advantaged: IRSD deciles 9-10,1090.249065,10.0,1078.364551,10.0,1064.058702,9.0,204.0,8.861435813232209,11934.0,518.3939950740843,1.543559475263019,1.0184270109918423,16.128207492999337,15.239105687677949,1.543559475263019,1.0184270109918423,Q1 closest to transport,50.0,3.431372549019608
360,18100,Weddin,NSW,7.69230769230769,3.0,39.0,Q1 lowest DV2,False,3608.0,960.530936,4.0,37.0,Disadvantaged: IRSD deciles 3-4,942.0860661,5.0,978.277058,5.0,950.7427833,6.0,2.0,5.5432372505543235,85.0,235.58758314855876,52.69969113126075,52.69969113126075,88.03902765644659,88.03902765644659,52.69969113126075,52.69969113126075,Q4 farthest from transport,0.0,100.0
361,15750,Narrabri,NSW,7.69230769230769,11.0,143.0,Q1 lowest DV2,False,12703.0,963.8980441,4.0,40.0,Disadvantaged: IRSD deciles 3-4,936.037231,4.0,974.9750523,5.0,911.9688348,3.0,13.0,10.233803038652287,455.0,358.18310635283007,39.22133437339952,45.7638506648131,307.51435098694725,305.255701706488,39.22133437339952,45.7638506648131,Q4 farthest from transport,15.384615384615383,84.61538461538461
362,58510,Victoria Park,WA,7.65432098765432,31.0,405.0,Q1 lowest DV2,False,36889.0,1030.126667,9.0,83.0,Most advantaged: IRSD deciles 9-10,1041.617094,9.0,965.4730167,4.0,1070.56392,9.0,27.0,7.319255062484752,1854.0,502.588847623953,0.9987502096762334,0.94521023596685,2.544613617363893,2.44063319710661,0.8945681623117637,0.936016696334018,Q1 closest to transport,59.25925925925925,0.0
363,47980,Unley,SA,7.61154855643045,29.0,381.0,Q1 lowest DV2,False,38641.0,1067.202773,10.0,94.0,Most advantaged: IRSD deciles 9-10,1084.380658,10.0,1013.504075,8.0,1118.77565,10.0,35.0,9.057736601019641,2171.0,561.8384617375326,1.6956059331149589,1.80923943253963,7.73065145972269,7.87365437662006,1.6956059331149589,1.80923943253963,Q2 relatively close to transport,25.71428571428571,0.0
364,26980,Whitehorse,VIC,7.52895752895753,117.0,1554.0,Q1 lowest DV2,False,169346.0,1042.697471,9.0,88.0,Most advantaged: IRSD deciles 9-10,1067.255885,10.0,1011.403789,8.0,1093.071363,10.0,132.0,7.794692523000248,9160.0,540.9044205354718,1.979267012882196,1.9741185489309,5.474223723655355,5.20445755527798,1.946462771145434,1.9741185489309,Q2 relatively close to transport,12.12121212121212,0.0
365,24330,Maribyrnong,VIC,7.52427184466019,62.0,824.0,Q1 lowest DV2,False,85209.0,1009.717021,8.0,74.0,Advantaged: IRSD deciles 7-8,1044.594148,9.0,963.2073768,4.0,1075.993892,9.0,55.0,6.454717224706311,4056.0,476.0060556983417,3.0076834321352868,3.04624647191567,2.674420536294972,2.89430906035952,2.3239060226957107,2.34391228017418,Q2 relatively close to transport,7.272727272727272,0.0
366,11520,Canada Bay,NSW,7.51515151515151,62.0,825.0,Q1 lowest DV2,False,89177.0,1066.760643,10.0,93.0,Most advantaged: IRSD deciles 9-10,1116.289488,10.0,1020.932771,9.0,1123.274403,10.0,61.0,6.840328784327798,4540.0,509.09988001390496,1.5103984367778898,1.63429960456525,4.618368964568385,4.74825864586063,1.5090850874943873,1.63429960456525,Q1 closest to transport,39.34426229508197,0.0
367,62810,Hobart,TAS,7.45614035087719,34.0,456.0,Q1 lowest DV2,False,55077.0,1045.655912,9.0,90.0,Most advantaged: IRSD deciles 9-10,1062.077356,10.0,969.840592,4.0,1104.21158,10.0,37.0,6.717867712475262,2751.0,499.4825426221472,7.00225057015358,7.18823079052735,1.828333859865618,1.69164408182144,1.828333859865618,1.69164408182144,Q2 relatively close to transport,24.324324324324326,0.0
368,57080,Perth,WA,7.42857142857143,13.0,175.0,Q1 lowest DV2,False,28463.0,1040.350179,9.0,86.0,Most advantaged: IRSD deciles 9-10,1080.981327,10.0,900.893349,2.0,1128.234272,10.0,16.0,5.621332958577803,1337.0,469.7326353511576,0.785012808411372,0.595574937075176,1.8461303093488413,0.8429805260026431,0.7532404392788972,0.5840064469697405,Q1 closest to transport,68.75,0.0
369,51750,Claremont,WA,7.36842105263158,7.0,95.0,Q1 lowest DV2,False,11284.0,1080.971241,10.0,96.0,Most advantaged: IRSD deciles 9-10,1124.063159,10.0,1042.598416,10.0,1157.23265,10.0,8.0,7.089684509039348,467.0,413.8603332151719,0.4432043981805921,0.332060788018408,8.29902466468664,8.574756952320978,0.4432043981805921,0.332060788018408,Q1 closest to transport,100.0,0.0
370,33980,Isaac,QLD,7.34463276836158,26.0,354.0,Q1 lowest DV2,False,22046.0,1011.976998,8.0,74.0,Advantaged: IRSD deciles 7-8,971.0586593,7.0,992.5667757,7.0,905.3167671,3.0,16.0,7.257552390456318,827.0,375.124739181711,85.80912470549691,82.88581620353,268.3945258839308,293.804538603689,85.80912470549691,82.88581620353,Q4 farthest from transport,0.0,100.0
371,14950,Lockhart,NSW,7.31707317073171,3.0,41.0,Q1 lowest DV2,False,3319.0,975.9657943,5.0,49.0,Middle: IRSD deciles 5-6,950.0340445,5.0,1002.253485,7.0,960.7068068,7.0,4.0,12.051822838204279,95.0,286.2307924073516,15.022815295154755,11.41973036449634,88.12799976108637,92.45965393245784,15.022815295154755,11.41973036449634,Q3 relatively far from transport,50.0,50.0
372,55180,Manjimup,WA,7.31707317073171,6.0,82.0,Q1 lowest DV2,False,9093.0,959.4695823,4.0,37.0,Disadvantaged: IRSD deciles 3-4,928.0913744,4.0,981.9639956,5.0,908.1272596,3.0,5.0,5.498735290883097,141.0,155.06433520290332,32.656143256893245,24.8231444050073,278.34779566934697,269.439889471193,32.656143256893245,24.8231444050073,Q3 relatively far from transport,40.0,60.0
373,23430,Kingston (Vic.),VIC,7.28672985781991,123.0,1688.0,Q1 lowest DV2,False,158129.0,1044.259648,9.0,88.0,Most advantaged: IRSD deciles 9-10,1048.233929,9.0,1026.403717,9.0,1051.308989,9.0,116.0,7.335782810237212,8086.0,511.3546534791215,2.1185539869927963,1.38438750964714,13.270096750640436,13.73529772801485,2.117565083687369,1.38438750964714,Q1 closest to transport,29.310344827586203,12.06896551724138
374,17620,Upper Hunter Shire,NSW,7.2289156626506,12.0,166.0,Q1 lowest DV2,False,14229.0,974.7670925,5.0,48.0,Middle: IRSD deciles 5-6,943.4269491,5.0,999.3340639,7.0,911.6149024,3.0,6.0,4.21674045962471,211.0,148.28870616346896,0.6096616660065372,0.618450642738949,121.41680580860816,123.26560406238,0.6096616660065372,0.618450642738949,Q1 closest to transport,100.0,0.0
375,42600,Holdfast Bay,SA,7.21003134796238,23.0,319.0,Q1 lowest DV2,False,37543.0,1046.883857,9.0,90.0,Most advantaged: IRSD deciles 9-10,1043.568878,9.0,999.3393144,7.0,1062.128771,9.0,28.0,7.458114695149562,2146.0,571.6112191353915,1.91562433898271,1.1422004118864648,5.321157566056306,4.8342996591994645,1.91562433898271,1.1422004118864648,Q1 closest to transport,42.85714285714285,0.0
376,12930,Georges River,NSW,7.19225449515906,104.0,1446.0,Q1 lowest DV2,False,152274.0,1011.280738,8.0,74.0,Advantaged: IRSD deciles 7-8,1048.403819,9.0,999.1409489,7.0,1059.701766,9.0,114.0,7.486504590409393,5956.0,391.13702930244165,0.9037371423950994,0.738307878562613,10.70398992388434,10.661398209355,0.9037371423950994,0.738307878562613,Q1 closest to transport,69.2982456140351,0.0
377,40700,Burnside,SA,7.18685831622177,35.0,487.0,Q1 lowest DV2,False,46030.0,1082.658788,10.0,97.0,Most advantaged: IRSD deciles 9-10,1101.766133,10.0,1049.869042,10.0,1130.857984,10.0,27.0,5.865739734955464,2066.0,448.8377145339996,4.966770502188569,4.78746295148992,10.225952018751313,10.1302624219317,4.966770502188569,4.78746295148992,Q2 relatively close to transport,0.0,44.44444444444444
378,51260,Busselton,WA,7.08154506437768,33.0,466.0,Q1 lowest DV2,False,40640.0,1018.597743,8.0,77.0,Advantaged: IRSD deciles 7-8,985.0238563,8.0,1037.521016,9.0,958.1685395,7.0,19.0,4.675196850393701,1163.0,286.1712598425197,8.29688665382656,3.74164468431593,192.17892141503071,191.932465903539,8.29688665382656,3.74164468431593,Q2 relatively close to transport,21.052631578947366,42.10526315789473
379,18050,Waverley,NSW,7.02341137123746,42.0,598.0,Q1 lowest DV2,False,68605.0,1092.189018,10.0,98.0,Most advantaged: IRSD deciles 9-10,1163.14744,10.0,1008.599916,8.0,1169.619327,10.0,54.0,7.8711464178995705,3597.0,524.3058086145325,1.7310041745653697,1.568446262326925,1.0265015106663116,0.9336445948085366,1.020369759216161,0.9336445948085366,Q1 closest to transport,53.70370370370371,0.0
380,14170,Inner West,NSW,6.84178375076359,112.0,1637.0,Q1 lowest DV2,False,182818.0,1057.008904,10.0,92.0,Most advantaged: IRSD deciles 9-10,1118.210171,10.0,992.7469273,7.0,1140.520847,10.0,155.0,8.478377402662757,10560.0,577.6236475620562,0.687129961137912,0.63539054429473,4.429865141951408,4.3595172406972,0.687129961137912,0.63539054429473,Q1 closest to transport,76.77419354838709,0.0
381,24410,Maroondah,VIC,6.79214402618658,83.0,1222.0,Q1 lowest DV2,False,115043.0,1041.026734,9.0,87.0,Most advantaged: IRSD deciles 9-10,1034.655377,9.0,1029.902629,9.0,1042.00514,9.0,89.0,7.736237754578722,6177.0,536.9296697756491,1.6538569529619818,1.60081260606925,3.537314488686687,3.26128584193424,1.5259600526405208,1.45564413087834,Q1 closest to transport,33.70786516853933,0.0
382,63610,Kingborough,TAS,6.79156908665105,29.0,427.0,Q1 lowest DV2,False,40082.0,1038.46338,9.0,86.0,Most advantaged: IRSD deciles 9-10,1019.712343,9.0,1013.431112,8.0,1038.535909,9.0,18.0,4.49079387256125,1040.0,259.46809041464996,18.864334274267417,18.50872234847775,12.746633906786284,12.106539457720553,12.746633906786284,12.106539457720553,Q3 relatively far from transport,0.0,100.0
383,24210,Manningham,VIC,6.77530017152659,79.0,1166.0,Q1 lowest DV2,False,124700.0,1056.081109,10.0,91.0,Most advantaged: IRSD deciles 9-10,1075.160902,10.0,1058.678436,10.0,1079.667832,10.0,88.0,7.056936647955092,5493.0,440.4971932638332,4.565225351243766,4.55536674873808,9.095358789270932,8.835750517118075,4.545042056626794,4.39633756339887,Q2 relatively close to transport,0.0,30.681818181818183
384,53430,Fremantle,WA,6.7741935483871,21.0,310.0,Q1 lowest DV2,False,31930.0,1031.210498,9.0,84.0,Most advantaged: IRSD deciles 9-10,1053.921483,9.0,991.4521089,7.0,1093.05805,10.0,24.0,7.516442217350455,1371.0,429.37676166614466,2.872472948700534,2.949944926407465,13.131845940006585,13.38896602895375,2.872472948700534,2.949944926407465,Q2 relatively close to transport,12.5,0.0
385,51890,Collie,WA,6.73076923076923,7.0,104.0,Q1 lowest DV2,False,8812.0,908.2204537,2.0,15.0,Most disadvantaged: IRSD deciles 1-2,872.1221065,1.0,957.7258919,3.0,824.418753,1.0,3.0,3.4044484793463456,111.0,125.96459373581479,11.881815042560367,11.8677017667989,149.42138680150933,149.569944838449,11.881815042560367,11.8677017667989,Q3 relatively far from transport,0.0,100.0
386,53710,Goomalling,WA,6.66666666666667,1.0,15.0,Q1 lowest DV2,False,955.0,997.9722822,7.0,66.0,Advantaged: IRSD deciles 7-8,959.2396488,6.0,996.9891989,7.0,940.1899555,5.0,1.0,10.471204188481677,19.0,198.95287958115182,0.267416981405799,0.267416981405799,113.563166961953,113.563166961953,0.267416981405799,0.267416981405799,Q1 closest to transport,100.0,0.0
387,24130,Macedon Ranges,VIC,6.65610142630745,42.0,631.0,Q1 lowest DV2,False,51458.0,1062.808882,10.0,93.0,Most advantaged: IRSD deciles 9-10,1047.396791,9.0,1076.622658,10.0,1038.849316,9.0,41.0,7.967662948423957,2759.0,536.165416456139,5.192346529736052,2.24767998924306,14.868572230929786,12.5309116918114,5.187090975887134,2.24767998924306,Q2 relatively close to transport,29.268292682926827,34.14634146341464
388,14500,Ku-ring-gai,NSW,6.6480055983205,95.0,1429.0,Q1 lowest DV2,False,124076.0,1108.066516,10.0,99.0,Most advantaged: IRSD deciles 9-10,1164.799389,10.0,1117.390506,10.0,1174.076564,10.0,112.0,9.026725555304813,8149.0,656.7748799123119,1.6428533201680993,1.6904280580733748,3.313703636150012,3.35772206711286,1.6376442337365853,1.6904280580733748,Q2 relatively close to transport,33.035714285714285,0.0
389,40120,Adelaide Hills,SA,6.58823529411765,28.0,425.0,Q1 lowest DV2,False,40879.0,1081.278179,10.0,96.0,Most advantaged: IRSD deciles 9-10,1065.890499,10.0,1083.028868,10.0,1070.079435,9.0,35.0,8.561853274297317,1753.0,428.82653685266274,14.131163696192814,11.7570032422043,15.69035742923335,13.2749144931627,14.130350177359707,11.7570032422043,Q3 relatively far from transport,0.0,97.14285714285714
390,24970,Monash,VIC,6.54205607476635,112.0,1712.0,Q1 lowest DV2,False,190397.0,1042.308433,9.0,88.0,Most advantaged: IRSD deciles 9-10,1066.962401,10.0,1016.079835,8.0,1085.767311,10.0,136.0,7.142969689648472,9915.0,520.7540034769455,3.0689160826430504,2.972877941676605,4.163951827313146,4.171603849353755,2.781443039137152,2.59414728943128,Q2 relatively close to transport,16.176470588235293,10.294117647058822
391,20660,Banyule,VIC,6.50887573964497,88.0,1352.0,Q1 lowest DV2,False,126236.0,1057.684713,10.0,92.0,Most advantaged: IRSD deciles 9-10,1064.256909,10.0,1029.666034,9.0,1079.002157,10.0,106.0,8.396970753192432,7349.0,582.1635666529357,1.2470985747389316,1.2322358247489449,15.519798498994646,15.5524712777245,1.2470985747389316,1.2322358247489449,Q1 closest to transport,39.62264150943396,0.0
392,22310,Glen Eira,VIC,6.4868804664723,89.0,1372.0,Q1 lowest DV2,False,148908.0,1074.592644,10.0,95.0,Most advantaged: IRSD deciles 9-10,1102.847404,10.0,1026.531825,9.0,1122.186695,10.0,103.0,6.9170225911300935,8940.0,600.3706986864372,1.38142827171182,1.21827203874934,10.90478048453829,11.068762426398,1.38142827171182,1.21827203874934,Q1 closest to transport,34.95145631067961,0.0
393,15950,North Sydney,NSW,6.47985989492119,37.0,571.0,Q1 lowest DV2,False,68950.0,1096.047776,10.0,98.0,Most advantaged: IRSD deciles 9-10,1164.096905,10.0,984.5849436,6.0,1193.203684,10.0,48.0,6.961566352429296,3459.0,501.66787527193617,1.017153931828007,0.8336535891467595,1.15283092499612,1.15546520088851,0.8072550651788236,0.7754786544805929,Q1 closest to transport,72.91666666666666,0.0
394,15990,Northern Beaches,NSW,6.47100424328147,183.0,2828.0,Q1 lowest DV2,False,263554.0,1088.639675,10.0,97.0,Most advantaged: IRSD deciles 9-10,1125.494065,10.0,1087.117569,10.0,1109.254675,10.0,184.0,6.981491459055829,13381.0,507.7137892044894,9.471364580136616,8.996171659313305,10.235503792736449,9.6852218274601,9.34762598721208,8.71682162583274,Q3 relatively far from transport,0.0,91.84782608695652
395,59370,York,WA,6.45161290322581,2.0,31.0,Q1 lowest DV2,False,3459.0,967.9495644,5.0,43.0,Middle: IRSD deciles 5-6,937.6891031,4.0,980.2003283,5.0,934.0869649,5.0,1.0,2.891008962127783,29.0,83.83925990170569,2.20485740783265,2.20485740783265,79.0789200586114,79.0789200586114,2.20485740783265,2.20485740783265,Q2 relatively close to transport,0.0,0.0
396,63810,Latrobe (Tas.),TAS,6.42201834862385,7.0,109.0,Q1 lowest DV2,False,12420.0,973.812726,5.0,47.0,Middle: IRSD deciles 5-6,927.6480366,4.0,981.8773397,5.0,904.8387349,3.0,3.0,2.4154589371980677,187.0,150.5636070853462,14.798531043121466,16.1137198449225,52.314406090589934,53.7995394113464,14.798531043121466,16.1137198449225,Q3 relatively far from transport,0.0,100.0
397,14920,Liverpool Plains,NSW,6.38297872340426,3.0,47.0,Q1 lowest DV2,False,7551.0,925.6725854,2.0,19.0,Most disadvantaged: IRSD deciles 1-2,904.7908234,2.0,950.9547133,3.0,896.2158664,2.0,5.0,6.621639517944644,145.0,192.02754602039465,1.6404746979442553,0.905274950968139,183.1003222178084,184.474619289185,1.6404746979442553,0.905274950968139,Q1 closest to transport,60.0,0.0
398,58570,Vincent,WA,6.34005763688761,22.0,347.0,Q1 lowest DV2,False,36537.0,1067.549014,10.0,94.0,Most advantaged: IRSD deciles 9-10,1097.035941,10.0,1000.11429,7.0,1126.232335,10.0,24.0,6.568683799983579,1644.0,449.9548402988751,1.1624609428845067,1.094604675078035,2.611433289215665,2.226626373428515,1.1606750062484867,1.094604675078035,Q1 closest to transport,37.5,0.0
399,13550,Gunnedah,NSW,6.282722513089,12.0,191.0,Q1 lowest DV2,False,12929.0,966.6836223,5.0,43.0,Middle: IRSD deciles 5-6,940.2701757,4.0,989.1846114,6.0,909.4498453,3.0,11.0,8.50800525949416,679.0,525.1759610178668,0.8923865249707054,0.700661788194587,247.64070763591823,247.779467645769,0.8923865249707054,0.700661788194587,Q1 closest to transport,72.72727272727273,0.0
400,10900,Blue Mountains,NSW,6.28019323671498,52.0,828.0,Q1 lowest DV2,False,78121.0,1048.236121,9.0,90.0,Most advantaged: IRSD deciles 9-10,1041.810653,9.0,1038.905845,9.0,1063.433841,9.0,57.0,7.2963735743270055,2826.0,361.7465214218968,1.1834374172220254,0.786791411975584,49.37291617700527,43.410061087951,1.1834374172220254,0.786791411975584,Q1 closest to transport,68.42105263157895,1.7543859649122806
401,45540,Peterborough,SA,6.25,1.0,16.0,Q1 lowest DV2,False,1638.0,773.1087837,1.0,7.0,Most disadvantaged: IRSD deciles 1-2,783.1514823,1.0,853.2112874,1.0,825.0426139,1.0,1.0,6.105006105006105,26.0,158.73015873015873,0.509540936178564,0.509540936178564,74.356679271246,74.356679271246,0.509540936178564,0.509540936178564,Q1 closest to transport,100.0,0.0
402,37400,Winton,QLD,6.25,1.0,16.0,Q1 lowest DV2,False,1129.0,993.2725532,7.0,62.0,Advantaged: IRSD deciles 7-8,958.8281441,6.0,971.6847182,4.0,931.9714361,5.0,2.0,17.71479185119575,56.0,496.01417183348093,171.0206510207825,171.0206510207825,414.3041363303965,414.3041363303965,171.0206510207825,171.0206510207825,Q4 farthest from transport,0.0,100.0
403,54130,Jerramungup,WA,6.25,1.0,16.0,Q1 lowest DV2,False,1160.0,1024.864032,8.0,80.0,Advantaged: IRSD deciles 7-8,995.6930036,8.0,1020.2558,9.0,994.8037356,8.0,2.0,17.241379310344826,34.0,293.1034482758621,91.7191004229261,91.7191004229261,382.035843562287,382.035843562287,91.7191004229261,91.7191004229261,Q4 farthest from transport,0.0,100.0
404,14000,Hornsby,NSW,6.19670267197271,109.0,1759.0,Q1 lowest DV2,False,151811.0,1082.180303,10.0,96.0,Most advantaged: IRSD deciles 9-10,1115.710842,10.0,1082.217533,10.0,1120.767057,10.0,128.0,8.43153658167063,8777.0,578.1530982603368,1.968373034820024,0.9260776461469136,6.085629240139238,6.19326452059329,1.4783511778219405,0.8483088572536875,Q1 closest to transport,63.28125,6.25
405,44340,Mitcham,SA,6.16929698708752,43.0,697.0,Q1 lowest DV2,False,67617.0,1074.915389,10.0,95.0,Most advantaged: IRSD deciles 9-10,1072.940357,10.0,1049.646782,10.0,1094.374466,10.0,54.0,7.986157327299348,3660.0,541.2839966280669,0.9493917232744108,0.918121595956454,3.2879152818988877,2.989742667983215,0.9428477602498586,0.918121595956454,Q1 closest to transport,57.407407407407405,0.0
406,53640,Gnowangerup,WA,5.88235294117647,1.0,17.0,Q1 lowest DV2,False,1215.0,995.731527,7.0,65.0,Advantaged: IRSD deciles 7-8,972.9258577,7.0,1003.748055,8.0,974.0383075,7.0,0.0,0.0,0.0,0.0,,,,,,,,,
407,52730,Denmark,WA,5.79710144927536,4.0,69.0,Q1 lowest DV2,False,6310.0,1003.244577,7.0,69.0,Advantaged: IRSD deciles 7-8,981.3334398,7.0,1003.214805,7.0,1014.484297,9.0,2.0,3.1695721077654517,72.0,114.10459587955627,47.1651540129157,47.1651540129157,352.119217513833,352.119217513833,47.1651540129157,47.1651540129157,Q4 farthest from transport,0.0,100.0
408,25340,Mornington Peninsula,VIC,5.77547047371836,89.0,1541.0,Q1 lowest DV2,False,168948.0,1037.538438,9.0,86.0,Most advantaged: IRSD deciles 9-10,1016.208911,9.0,1038.451575,9.0,1011.453436,9.0,112.0,6.629258706821033,6597.0,390.47517579373533,6.917318962076932,2.84284307585366,35.124753653024946,32.4372087480124,6.917318962076932,2.84284307585366,Q2 relatively close to transport,21.428571428571427,33.92857142857143
409,54170,Joondalup,WA,5.5045871559633,108.0,1962.0,Q1 lowest DV2,False,160003.0,1071.69803,10.0,94.0,Most advantaged: IRSD deciles 9-10,1061.336702,9.0,1085.365461,10.0,1037.727411,9.0,98.0,6.124885158403281,6457.0,403.55493334499977,1.879358630742608,1.85814757217447,4.325524499091577,3.963517197294305,1.8787820073244992,1.85814757217447,Q2 relatively close to transport,20.40816326530612,0.0
410,25900,Port Phillip,VIC,5.50335570469799,41.0,745.0,Q1 lowest DV2,False,101942.0,1061.015673,10.0,92.0,Most advantaged: IRSD deciles 9-10,1105.734658,10.0,954.0259872,3.0,1143.735677,10.0,53.0,5.199034745247298,4031.0,395.42092562437466,1.883808835453172,1.84443544376042,8.04298184004391,8.52335842327222,1.8810066984542595,1.84443544376042,Q2 relatively close to transport,16.9811320754717,0.0
411,55320,Melville,WA,5.4759898904802,65.0,1187.0,Q1 lowest DV2,False,103523.0,1069.966487,10.0,94.0,Most advantaged: IRSD deciles 9-10,1080.830869,10.0,1057.916713,10.0,1086.156926,10.0,59.0,5.699216599209838,3479.0,336.06058557035635,2.527078995260545,2.42962253269741,7.97742133758079,8.12047875122244,2.527078995260545,2.42962253269741,Q2 relatively close to transport,13.559322033898304,0.0
412,26350,Stonnington,VIC,5.43657331136738,33.0,607.0,Q1 lowest DV2,False,104703.0,1084.476004,10.0,97.0,Most advantaged: IRSD deciles 9-10,1129.989129,10.0,991.6461359,7.0,1158.174559,10.0,65.0,6.208036063914118,5153.0,492.1539974976839,1.4623730867038616,1.32740555971543,10.541696033304303,10.2069509781369,1.4623730867038616,1.32740555971543,Q1 closest to transport,32.30769230769231,0.0
413,55740,Mosman Park,WA,5.43478260869565,5.0,92.0,Q1 lowest DV2,False,9169.0,1061.456514,10.0,93.0,Most advantaged: IRSD deciles 9-10,1106.950424,10.0,1046.821274,10.0,1135.270304,10.0,6.0,6.543788853746319,224.0,244.30145053986257,0.6387064948727049,0.384172460580638,11.330936483224416,11.2687922044536,0.6387064948727049,0.384172460580638,Q1 closest to transport,83.33333333333334,0.0
414,11400,Cabonne,NSW,5.32544378698225,9.0,169.0,Q1 lowest DV2,False,13766.0,1022.905779,8.0,79.0,Advantaged: IRSD deciles 7-8,994.6391133,8.0,1043.514328,10.0,975.2444531,8.0,14.0,10.16998401859654,433.0,314.543077146593,31.05103516715252,33.48494569493511,78.76606030508925,77.2280415660401,31.05103516715252,33.48494569493511,Q3 relatively far from transport,0.0,100.0
415,25060,Moonee Valley,VIC,5.32010820559062,59.0,1109.0,Q1 lowest DV2,False,121851.0,1040.715483,9.0,87.0,Most advantaged: IRSD deciles 9-10,1059.755144,9.0,1006.470012,8.0,1068.699929,9.0,83.0,6.8115977710482465,5934.0,486.98820690843735,1.873240133981273,1.1514252654658,3.628932594387907,3.64499892821879,1.657170028162318,1.1514252654658,Q1 closest to transport,46.98795180722892,0.0
416,64210,Meander Valley,TAS,5.31400966183575,11.0,207.0,Q1 lowest DV2,False,20709.0,975.7349537,5.0,48.0,Middle: IRSD deciles 5-6,939.8683548,4.0,983.3839396,6.0,923.7930096,4.0,4.0,1.9315273552561687,170.0,82.08991259838717,25.16913393655313,25.80597671113275,23.363975659738163,23.78782780719075,23.363975659738163,23.78782780719075,Q3 relatively far from transport,0.0,100.0
417,51960,Coolgardie,WA,5.26315789473684,2.0,38.0,Q1 lowest DV2,False,3478.0,897.2340055,2.0,11.0,Most disadvantaged: IRSD deciles 1-2,874.1957068,1.0,922.9311213,2.0,828.7914701,1.0,1.0,2.875215641173088,24.0,69.00517538815411,40.2397735452358,40.2397735452358,545.381843992911,545.381843992911,40.2397735452358,40.2397735452358,Q4 farthest from transport,0.0,100.0
418,50350,Bassendean,WA,5.11363636363636,9.0,176.0,Q1 lowest DV2,False,15932.0,1015.143367,8.0,76.0,Advantaged: IRSD deciles 7-8,1004.561036,8.0,994.4796818,7.0,1015.318599,9.0,12.0,7.532011046949536,595.0,373.4622144112478,0.7481918838169586,0.647344780797713,9.87843190902914,9.929863415684071,0.7481918838169586,0.647344780797713,Q1 closest to transport,58.333333333333336,0.0
419,15350,Mosman,NSW,5.10204081632653,15.0,294.0,Q1 lowest DV2,False,28329.0,1109.539971,10.0,99.0,Most advantaged: IRSD deciles 9-10,1168.953115,10.0,1064.822093,10.0,1184.629539,10.0,18.0,6.353912951392566,1199.0,423.24120159553814,3.333632833524172,3.274367134217775,2.4950613797737256,2.30377870473303,2.4950613797737256,2.30377870473303,Q2 relatively close to transport,0.0,0.0
